OBJECTID,REGION_NAME,ROUTE_NAME,ROUTE_CODE,MDU_NAME,MDU_CODE,TME_NAME,TME_CODE,TSM_NAME,TSM_CODE,SHAPE_Length,SHAPE_Area
"232",,,,,,,,NON NETWORK RAIL NE,XB,487.445029935202,501.582591196845
"233",,,,,,,,NON NETWORK RAIL NE,XB,663.992432016687,903.202785363271
"234",Eastern,North and East,HF,Middlesbrough MDU - HF1,HF1,TME Middlesbrough,HF1067,TSM Middlesbro West,HF106734,195933.841171727,366665626.860808
"235",,,,,,,,NON NETWORK RAIL EC,XE,1506.75358801833,7955.28990982365
"236",,,,,,,,NON NETWORK RAIL NE,XB,8721.54885898132,1454170.61120434
"237",,,,,,,,E W and S RAILWAY,DE,1251.59342910456,30887.2484932777
"238",,,,,,,,NON NETWORK RAIL LNWS,XC,6599.17855187032,88492.0700199004
"239",,,,,,,,NON NETWORK RAIL LNWS,XC,103.860605503192,431.567228832405
"240",,,,,,,,NON NETWORK RAIL LNWS,XC,838.820199185234,6083.10733554828
"241",Eastern,East Midlands,HM,Bedford MDU,HM8,TME Luton,HM8085,TME Bedford,HM8081,1278.6699786572,14483.9017424662
"242",Southern,Wessex,HW,Wessex Inner MDU,HW2,TME Feltham,HW2083,TSM Wimbledon,HW208322,86067.5708363811,136005884.770016
"243",,,,,,,,NON NETWORK RAIL SOU,XF,994.003094714842,3506.5297676224
"244",,,,,,,,NON NETWORK RAIL LNWS,XC,771.229697794494,3601.05849671479
"245",,,,,,,,NON NETWORK RAIL SOU,XF,933.363013214969,10131.7839824554
"246",Southern,Kent,HK,Lon Bridge MDU,HK4,TME London Bridge,HK4027,TSM London Bridge,HK402701,66422.5762431389,34262467.9780871
"247",,,,,,,,SE TRAINS,HK699903,1638.35711370207,29876.0457196616
"248",,,,,,,,NON NETWORK RAIL ANG,XH,376.888629281666,1882.09585599001
"249",,,,,,,,NON NETWORK RAIL ANG,XH,341.171371263888,1454.14687997463
"250",,,,,,,,NON NETWORK RAIL SOU,XF,971.75070637925,10350.7705042559
"251",,,,,,,,SE TRAINS,HK699903,2304.69715704952,8638.51898928387
"252",Eastern,Anglia,HT,Romford MDU,HT6,TME Barking,HT6037,TSM Leigh-on-Sea,HT603701,148650.604206018,204135361.390336
"253",,,,,,,,NON NETWORK RAIL EC,XE,1385.17557661445,27164.1953052224
"254",,,,,,,,NON NETWORK RAIL EC,XE,1624.78477260287,12120.5049615555
"255",,,,,,,,NON NETWORK RAIL NE,XB,3033.41493364757,39365.6666764278
"256",,,,,,,,NON NETWORK RAIL NE,XB,2763.73619906865,13062.4154589494
"257",,,,,,,,NON NETWORK RAIL ANG,XH,404.683530605983,2966.42182586975
"258",,,,,,,,NON NETWORK RAIL ANG,XH,462.573921182792,943.571088421495
"259",,,,,,,,NON NETWORK RAIL ANG,XH,912.877398333175,4391.88051518419
"260",Eastern,Anglia,HT,Ipswich MDU,HT7,TME Norwich,HT7003,TSM Lowestoft,HT700360,541852.946889428,1614488799.52878
"261",,,,,,,,E W and S RAILWAY,DE,1854.66310721374,24770.9954540423
"262",Wales & Western,Western,HD,Western West MDU,HD8,TME Plymouth,HD8075,TSM Tavi Junction,HD807583,480797.693337469,1680150463.50617
"263",,,,,,,,NON NETWORK RAIL WAL,XU,758.858866174179,3426.68346329359
"264",,,,,,,,NON NETWORK RAIL SCZ,XK,911.483031476693,1122.69585582179
"265",Scotland,Scotland,HL,Motherwell MDU,HL4,TME Irvine,HL4004,TSM Paisley,HL400405,102822.782428021,436018954.13118
"266",,,,,,,,NON NETWORK RAIL SCZ,XK,889.027690063454,15468.4125550659
"267",Scotland,Scotland,HL,Perth MDU,HL2,TME Inverness,HL2004,TSM Dingwall,HL200402,689511.2111895,4119702804.41895
"268",Wales & Western,Wales,HC,Cardiff MDU,HC6,TME Swansea,HC6030,TSM Port Talbot,HC603010,133089.545230475,426057686.142831
"269",,,,,,,,NON NETWORK RAIL WAL,XU,4616.93831515834,36178.3822522994
"270",Wales & Western,Wales,HC,Cardiff MDU,HC6,TME Newport,HC6025,TSM Newport,HC602502,255071.418004726,618335900.362985
"271",,,,,,,,NON NETWORK RAIL LNWN,XG,2064.31329614077,54405.8792866244
"272",,,,,,,,NON NETWORK RAIL LNWN,XG,976.546955526757,3399.72963478508
"273",,,,,,,,NON NETWORK RAIL SCZ,XK,1567.10411698825,20494.493424827
"274",,,,,,,,NON NETWORK RAIL SCZ,XK,116.139862581429,382.596750699994
"275",,,,,,,,NON NETWORK RAIL SCZ,XK,10157.6208765961,56672.0433129864
"276",,,,,,,,NON NETWORK RAIL SCZ,XK,139.790708236622,147.994475848736
"277",,,,,,,,NON NETWORK RAIL SCZ,XK,859.747824286311,1655.19514307054
"278",,,,,,,,NON NETWORK RAIL SCZ,XK,2046.84095625091,16071.3593569044
"279",,,,,,,,NON NETWORK RAIL SCZ,XK,272.368868175258,899.185310253366
"280",,,,,,,,NON NETWORK RAIL SCZ,XK,6916.75330245131,41255.3600895246
"281",Scotland,Scotland,HL,Edinburgh MDU,HL3,TME Edinburgh,HL3003,TSM Edinburgh Park,HL300303,125899.182074296,536896217.736321
"282",Scotland,Scotland,HL,Perth MDU,HL2,TME Perth,HL2001,TSM Dundee,HL200102,430950.485729086,3863465300.42852
"283",,,,,,,,NON NETWORK RAIL SCZ,XK,286.555057803918,623.262367804038
"284",,,,,,,,NON NETWORK RAIL WEST,XD,1979.66321812421,22075.6318992121
"285",,,,,,,,NON NETWORK RAIL WEST,XD,1221.81407728142,8478.54946889603
"286",,,,,,,,NON NETWORK RAIL WEST,XD,1211.49548786021,2186.20818752855
"287",,,,,,,,NON NETWORK RAIL LNWN,XG,2328.18934609362,16223.6026201024
"288",,,,,,,,NON NETWORK RAIL LNWN,XG,1747.78291889982,8635.73084764162
"289",,,,,,,,NON NETWORK RAIL LNWN,XG,512.906562010086,2977.14255975877
"290",,,,,,,,NON NETWORK RAIL LNWS,XC,1564.52334190025,11072.6416590752
"291",North West & Central,LNW South,HS,S/wel& Dud MDU - HS7,HS7,TME Sandwell& Dudley,HS7012,TSM Sandwell&Dudley,HS701203,206588.738090472,911164875.127882
"292",,,,,,,,NON NETWORK RAIL LNWS,XC,1824.22388789403,12282.2317837091
"293",,,,,,,,CHURNET VALLEY RLY,XO,82991.9505661733,252267.144918348
"294",North West & Central,LNW South,HS,Saltley MDU - HS6,HS6,TME Saltley,HS6011,TSM Saltley,HS601103,70026.5099434095,111358330.669339
"295",,,,,,,,NON NETWORK RAIL LNWN,XG,1320.0086175962,8643.82490179919
"296",,,,,,,,NON NETWORK RAIL LNWN,XG,2320.50455446298,29506.4769632662
"297",,,,,,,,NON NETWORK RAIL LNWN,XG,1072.05000561122,7871.80868016437
"298",,,,,,,,NON NETWORK RAIL LNWN,XG,316.755998281628,930.642423993221
"299",,,,,,,,NON NETWORK RAIL LNWN,XG,1553.64459251451,31181.9288440554
"300",,,,,,,,NON NETWORK RAIL LNWN,XG,1317.48744122345,3918.25285606553
"301",,,,,,,,NON NETWORK RAIL LNWN,XG,1927.67523544521,9031.99148944631
"302",,,,,,,,NON NETWORK RAIL LNWN,XG,284.510933491272,559.583335112167
"303",,,,,,,,NON NETWORK RAIL LNWN,XG,126.556045303653,252.962332354897
"304",,,,,,,,NON NETWORK RAIL LNWN,XG,3142.99819413428,6695.32339727237
"305",North West & Central,LNW North,HR,Liverpool MDU - HR4,HR4,TME Warrington,HR4500,TSM Warrington,HR450050,117250.654219821,322863936.114922
"306",,,,,,,,NON NETWORK RAIL LNWN,XG,2786.87133050009,84581.3117757196
"307",North West & Central,LNW North,HR,Manchester MDU - HR5,HR5,TME Manchester South,HR5002,TSM Piccadilly,HR500202,86446.7706870097,133396271.441002
"308",,,,,,,,NON NETWORK RAIL LNWN,XG,1095.62305229833,4351.57573361876
"309",,,,,,,,MANCHESTER METROLINK,ZM,38958.8773452168,295312.643448469
"310",,,,,,,,NON NETWORK RAIL LNWN,XG,937.117116442126,1811.61996702302
"311",Eastern,North and East,HF,Leeds MDU - HF6,HF6,TME Leeds,HF6061,TSM Shipley,HF606112,203077.813872296,1123867698.43469
"312",Eastern,North and East,HF,Leeds MDU - HF6,HF6,TME Wakefield,HF6067,TSM Huddersfield,HF606771,144643.000551519,845863051.951342
"313",Eastern,East Coast,HE,Newcastle MDU - HE8,HE8,TME Newcastle,HE8065,TSM Newcastle,HE806551,217850.065293635,836328131.411912
"314",,,,,,,,NON NETWORK RAIL SCZ,XK,248.631196306713,261.655525085398
"315",,,,,,,,NON NETWORK RAIL SCZ,XK,677.728281269286,867.434708155928
"316",,,,,,,,NON NETWORK RAIL SCZ,XK,610.197033856658,4756.33285401318
"317",,,,,,,,NON NETWORK RAIL SOU,XF,5525.85422525972,184063.034761061
"318",Wales & Western,Western,HD,Western Central MDU,HD6,TME Swindon,HD6072,TSM Didcot,HD607277,206674.752723285,1157582874.3844
"319",,,,,,,,NON NETWORK RAIL WEST,XD,1838.03369569026,70492.3747202789
"320",,,,,,,,NON NETWORK RAIL LNWS,XC,1198.98997578108,18400.6495716426
"321",,,,,,,,NON NETWORK RAIL EMID,XZ,1684.55810246726,3291.06364122007
"322",,,,,,,,NON NETWORK RAIL EMID,XZ,2644.08313034055,8622.48977231238
"323",,,,,,,,NON NETWORK RAIL EMID,XZ,1593.77183063195,38285.3288776942
"324",,,,,,,,NON NETWORK RAIL EMID,XZ,2867.23489893441,34189.1741574108
"325",,,,,,,,NON NETWORK RAIL EMID,XZ,3481.52629543925,22588.4031650143
"326",,,,,,,,NON NETWORK RAIL EMID,XZ,126.144552806267,77.5632194883263
"327",,,,,,,,NON NETWORK RAIL NE,XB,1320.49594488332,17288.9742835422
"328",Eastern,East Coast,HE,Doncaster MDU - HE3,HE3,TME Doncaster,HE3023,TSM Grantham,HE302331,180427.499514514,228064285.761728
"329",,,,,,,,NON NETWORK RAIL NE,XB,1333.1204520021,14209.0879151184
"330",,,,,,,,NON NETWORK RAIL NE,XB,1149.48869081215,15833.1568951233
"331",,,,,,,,NON NETWORK RAIL NE,XB,2167.5715113459,19538.8672708447
"332",,,,,,,,NON NETWORK RAIL NE,XB,805.621592696127,1091.79223418788
"333",,,,,,,,NON NETWORK RAIL NE,XB,1737.15170202596,31030.5583280948
"334",,,,,,,,NON NETWORK RAIL NE,XB,1804.16779696127,3164.98541859844
"335",,,,,,,,NON NETWORK RAIL EC,XE,1534.10486030657,6204.95430138557
"336",,,,,,,,NON NETWORK RAIL EC,XE,1742.11988030535,121048.761992869
"337",,,,,,,,NON NETWORK RAIL NE,XB,5543.7999634226,469352.583594188
"338",,,,,,,,NON NETWORK RAIL EC,XE,2694.44589613715,56269.0494939668
"339",,,,,,,,NON NETWORK RAIL NE,XB,3992.53840474257,451998.372587128
"340",,,,,,,,NON NETWORK RAIL NE,XB,1575.99551755501,7839.39444609498
"341",,,,,,,,NON NETWORK RAIL EC,XE,1313.9528181691,17218.5063041334
"342",,,,,,,,NON NETWORK RAIL NE,XB,6149.70174866116,109279.521385408
"343",,,,,,,,NON NETWORK RAIL NE,XB,6644.06924406965,134488.582529134
"344",,,,,,,,NON NETWORK RAIL NE,XB,792.469775086478,8035.30264609692
"345",,,,,,,,NON NETWORK RAIL EC,XE,1102.70664996938,6617.12355916003
"346",,,,,,,,NON NETWORK RAIL SOU,XF,1274.1538167788,17035.3451184265
"347",,,,,,,,E W and S RAILWAY,DE,1973.72049961008,65051.1410646708
"348",,,,,,,,NON NETWORK RAIL LNWS,XC,1299.15248509333,38058.084534071
"349",,,,,,,,NON NETWORK RAIL LNWS,XC,549.632964492695,1811.42740477341
"350",,,,,,,,NON NETWORK RAIL SOU,XF,3560.36836111097,115279.056146555
"351",,,,,,,,NON NETWORK RAIL SOU,XF,791.181551902508,8936.30217037007
"352",,,,,,,,NON NETWORK RAIL SOU,XF,414.635088049962,1735.8206680374
"353",,,,,,,,NON NETWORK RAIL SOU,XF,110.561751967309,135.809542986575
"354",Eastern,Anglia,HT,Tottenham MDU,HT8,TME Tottenham,HT8036,TSM Camden,HT803603,85435.7689382659,7113169.35707531
"355",,,,,,,,NON NETWORK RAIL SOU,XF,1156.92191030119,3621.99575868763
"356",,,,,,,,SE TRAINS,HK699903,2089.307859473,32889.4083722547
"357",,,,,,,,NON NETWORK RAIL ANG,XH,1084.91638257934,24371.3319065145
"358",,,,,,,,NON NETWORK RAIL ANG,XH,1407.05307646838,14347.9656569422
"359",,,,,,,,Transport for London,XT,81071.347620286,3040634.26390579
"360",,,,,,,,NON NETWORK RAIL ANG,XH,363.489902893332,1950.82854642391
"361",,,,,,,,NON NETWORK RAIL SOU,XF,1130.09618034914,51679.9409193818
"362",Southern,Kent,HK,Ashford MDU,HK6,TME Faversham,HK6045,Ashford MDU - HK6,HK6,783.64884083831,8593.65809891244
"363",,,,,,,,NON NETWORK RAIL SOU,XF,486.246505799585,13961.8510954881
"364",Southern,Kent,HK,Lon Bridge MDU,HK4,TME Dartford,HK4035,TSM Dartford,HK403506,192986.387403993,289325275.492965
"365",,,,,,,,NON NETWORK RAIL SOU,XF,1992.92493740743,29531.5972137228
"366",,,,,,,,NON NETWORK RAIL SOU,XF,2046.18517013939,9651.43841579732
"367",,,,,,,,NON NETWORK RAIL EC,XE,52.887765968571,120.215549614506
"368",,,,,,,,NON NETWORK RAIL EC,XE,3957.81476766719,119032.947477663
"369",,,,,,,,NON NETWORK RAIL ANG,XH,1322.43708667134,16448.7216378617
"370",,,,,,,,NON NETWORK RAIL ANG,XH,1015.9931919779,7971.76288431049
"371",,,,,,,,NON NETWORK RAIL NE,XB,2481.25239573194,4526.53286408184
"372",,,,,,,,NON NETWORK RAIL NE,XB,1690.12292281169,13557.5183265023
"373",,,,,,,,NON NETWORK RAIL ANG,XH,2385.39340140261,78887.211101355
"374",,,,,,,,NON NETWORK RAIL ANG,XH,664.779896652618,12064.1512548973
"375",,,,,,,,E W and S RAILWAY,DE,644.267712309514,5772.33006078998
"376",,,,,,,,NON NETWORK RAIL WAL,XU,1154.55356825905,33603.6388763611
"377",,,,,,,,NON NETWORK RAIL SCZ,XK,1511.29261345485,20234.6719409845
"378",,,,,,,,NON NETWORK RAIL SCZ,XK,387.984838679006,351.007457183248
"379",,,,,,,,NON NETWORK RAIL WEST,XD,616.134767084934,3242.79047553017
"380",,,,,,,,NON NETWORK RAIL WAL,XU,2248.64943691825,54736.071592128
"381",,,,,,,,NON NETWORK RAIL WAL,XU,3535.94631962008,163128.261560039
"382",Wales & Western,Wales,HC,Cardiff MDU,HC6,TME Swansea,HC6030,TSM Llanelli,HC603014,309859.705635525,948029210.823401
"383",,,,,,,,NON NETWORK RAIL WAL,XU,2979.21843962249,27892.6927117971
"384",,,,,,,,NON NETWORK RAIL SCZ,XK,1542.78804665681,20686.2431754625
"385",,,,,,,,NON NETWORK RAIL SCZ,XK,1306.31357008109,3359.47961107701
"386",,,,,,,,NON NETWORK RAIL SCZ,XK,1098.07574194348,1048.40439259029
"387",,,,,,,,NON NETWORK RAIL SCZ,XK,697.767523995251,4633.35434432487
"388",,,,,,,,NON NETWORK RAIL SCZ,XK,1969.91776446967,4208.34574806645
"389",,,,,,,,NON NETWORK RAIL SCZ,XK,1916.73279918353,22777.6580232605
"390",,,,,,,,NON NETWORK RAIL SCZ,XK,147.187477667314,122.386416503948
"391",,,,,,,,NON NETWORK RAIL SCZ,XK,802.46627850689,1560.80434219737
"392",,,,,,,,NON NETWORK RAIL SCZ,XK,318.055798985068,1549.00463472109
"393",,,,,,,,NON NETWORK RAIL SCZ,XK,289.296967799563,271.426497919001
"394",,,,,,,,NON NETWORK RAIL SCZ,XK,1032.1887729521,11035.2538229236
"395",,,,,,,,NON NETWORK RAIL SCZ,XK,2313.97895297075,28824.0654094865
"396",Scotland,Scotland,HL,Edinburgh MDU,HL3,TME Edinburgh,HL3003,TSM Edinburgh Waverley,HL300302,120289.185229181,326367497.691924
"397",,,,,,,,NON NETWORK RAIL SCZ,XK,432.121438025452,414.258428921505
"398",,,,,,,,NON NETWORK RAIL SCZ,XK,702.9302386593,6858.0674749608
"399",Scotland,Scotland,HL,Perth MDU,HL2,TME Inverness,HL2004,TSM Keith,HL200404,513478.686384745,5428265295.33111
"400",,,,,,,,NON NETWORK RAIL SCZ,XK,1725.31351727987,10694.5238487388
"401",,,,,,,,NON NETWORK RAIL SCZ,XK,50.6167161210549,87.3337155043329
"402",,,,,,,,NON NETWORK RAIL SCZ,XK,190.863419583479,257.210098293706
"403",,,,,,,,NON NETWORK RAIL WAL,XU,1967.90942156224,35345.8938493729
"404",,,,,,,,E W and S RAILWAY,DE,1054.67061721928,4140.49259936233
"405",Wales & Western,Western,HD,Western Central MDU,HD6,TME Bristol,HD6070,TSM Bristol QAR,HD607074,121353.21716197,410772090.835189
"406",,,,,,,,E W and S RAILWAY,DE,1342.66641438182,10118.6800021167
"407",,,,,,,,NON NETWORK RAIL SOU,XF,1777.31439559585,19237.3233341248
"408",Wales & Western,Western,HD,Western West MDU,HD8,TME Westbury,HD8077,TSM Newbury,HD807787,237374.847291837,1439548596.17522
"409",,,,,,,,NON NETWORK RAIL LNWN,XG,1117.64171728459,41940.3312128819
"410",,,,,,,,NON NETWORK RAIL LNWS,XC,139.033281167845,286.363310533349
"411",,,,,,,,NON NETWORK RAIL LNWS,XC,1760.94906373611,24546.8895898962
"412",,,,,,,,NON NETWORK RAIL LNWS,XC,2082.50097936368,70749.7392345773
"413",,,,,,,,NON NETWORK RAIL LNWS,XC,1230.9673114631,57916.3482707726
"414",North West & Central,LNW North,HR,Manchester MDU - HR5,HR5,TME Manchester East,HR5003,TSM Chinley,HR500301,161797.184881127,742393335.502661
"415",,,,,,,,NON NETWORK RAIL LNWN,XG,907.173797392,2325.00145468192
"416",,,,,,,,NON NETWORK RAIL LNWN,XG,538.908514160436,5004.1071744658
"417",North West & Central,LNW North,HR,Liverpool MDU - HR4,HR4,TME Warrington,HR4500,TSM Wigan,HR450051,114396.755924361,322529789.364048
"418",North West & Central,LNW North,HR,Manchester MDU - HR5,HR5,TME Manchester North,HR5001,TSM Bolton,HR500103,73225.6721783449,318448377.563114
"419",,,,,,,,MANCHESTER METROLINK,ZM,2292.84853830508,6048.66099233684
"420",,,,,,,,NON NETWORK RAIL LNWN,XG,2041.24110515245,106472.143629761
"421",North West & Central,LNW North,HR,Manchester MDU - HR5,HR5,TME Manchester East,HR5003,TSM Guide Bridge,HR500302,95586.581684163,441054342.83442
"422",,,,,,,,NON NETWORK RAIL LNWN,XG,969.561841295845,26036.9529526853
"423",Eastern,North and East,HF,Middlesbrough MDU - HF1,HF1,TME Middlesbrough,HF1067,TSM Heaton,HF106731,474892.163743426,5139896704.47545
"424",,,,,,,,NON NETWORK RAIL SCZ,XK,2243.62052889065,33639.062139863
"425",,,,,,,,NON NETWORK RAIL SCZ,XK,733.486931776234,3125.11080667468
"426",,,,,,,,NON NETWORK RAIL SOU,XF,4340.21190616104,88992.2113662035
"427",,,,,,,,E W and S RAILWAY,DE,4449.21962857328,51644.0979638328
"428",,,,,,,,NON NETWORK RAIL WEST,XD,228.702097556099,346.885348363677
"429",,,,,,,,E W and S RAILWAY,DE,2771.1175931295,41307.7335548948
"430",Eastern,East Midlands,HM,Bedford MDU,HM8,TME Bedford,HM8081,TSM Kettering,HM808121,208971.706846808,2101068496.97522
"431",Eastern,East Midlands,HM,Bedford MDU,HM8,TME Luton,HM8085,TSM Luton,HM808513,112846.796273993,498566940.909899
"432",,,,,,,,NON NETWORK RAIL EMID,XZ,947.055025587375,26410.7455553702
"433",,,,,,,,NON NETWORK RAIL EMID,XZ,283.514887884517,273.23610081011
"434",,,,,,,,NON NETWORK RAIL EMID,XZ,1646.04407989653,70116.7302754019
"435",,,,,,,,NON NETWORK RAIL EMID,XZ,805.699199906254,923.363245840838
"436",,,,,,,,NON NETWORK RAIL EMID,XZ,1904.31680158327,9709.26848727769
"437",,,,,,,,NON NETWORK RAIL NE,XB,13527.4248281935,83451.8365174205
"438",,,,,,,,NON NETWORK RAIL EMID,XZ,44863.8452870199,321850.114053415
"439",,,,,,,,NON NETWORK RAIL EMID,XZ,643.479205166446,2743.22804343623
"440",,,,,,,,NON NETWORK RAIL NE,XB,813.676023885834,4374.68373907826
"441",,,,,,,,NON NETWORK RAIL NE,XB,3740.85028234616,119387.933136423
"442",,,,,,,,NON NETWORK RAIL EC,XE,1358.55550822701,10235.1635600455
"443",Eastern,North and East,HF,Leeds MDU - HF6,HF6,TME Wakefield,HF6067,TSM Wakefield,HF606772,103684.400150076,97061010.2361442
"444",,,,,,,,NON NETWORK RAIL NE,XB,1602.86335514844,45313.9962127926
"445",,,,,,,,NON NETWORK RAIL NE,XB,792.503704261487,5300.20268460616
"446",,,,,,,,NON NETWORK RAIL NE,XB,4886.67706307324,733033.829807416
"447",,,,,,,,NON NETWORK RAIL NE,XB,2224.21924044966,18378.962094716
"448",,,,,,,,NON NETWORK RAIL NE,XB,13233.5088493732,1224713.26173312
"449",,,,,,,,NON NETWORK RAIL NE,XB,1906.81607137849,54184.7192199121
"450",Eastern,North and East,HF,Middlesbrough MDU - HF1,HF1,TME Middlesbrough,HF1067,TSM Middlesbro East,HF106733,231602.944143379,1131115771.22292
"451",,,,,,,,NON NETWORK RAIL EC,XE,2104.99251539453,40872.4196274537
"452",,,,,,,,NON NETWORK RAIL NE,XB,9580.00712203708,153682.328099211
"453",Southern,Sussex,HU,Brighton MDU,HU4,TME Brighton South,HU4053,TSM Brighton,HU405308,214948.169581412,992840592.737705
"454",,,,,,,,NON NETWORK RAIL LNWS,XC,137.193626482267,176.721083987069
"455",Wales & Western,Western,HD,Western East MDU,HD7,TME West Ealing,HD7074,TSM West Ealing,HD707482,1419.10790568791,24136.7095515215
"456",,,,,,,,NON NETWORK RAIL SOU,XF,1683.53312993219,13656.4682305776
"457",,,,,,,,NON NETWORK RAIL SOU,XF,602.409174663421,1607.13439599477
"458",North West & Central,LNW South,HS,Euston MDU - HS9,HS9,TME Euston,HS9001,TSM Euston,HS900101,25335.3450183722,7180731.48939706
"459",,,,,,,,NON NETWORK RAIL SOU,XF,1507.62045674046,13367.6139671399
"460",,,,,,,,NON NETWORK RAIL ANG,XH,4443.66247409043,175736.963595055
"461",,,,,,,,SE TRAINS,HK699903,1478.40449177639,14836.6189934352
"462",,,,,,,,NON NETWORK RAIL SOU,XF,811.980340647475,19740.6621246841
"463",,,,,,,,NON NETWORK RAIL ANG,XH,1826.55182639226,19521.0251942464
"464",,,,,,,,NON NETWORK RAIL ANG,XH,103.856303824287,78.2583116609801
"465",Southern,High Speed 1,ZA,HS1,,HS1,,HS1,ZA,28.6988476330286,40.9226561493191
"466",,,,,,,,NON NETWORK RAIL SOU,XF,4137.64859992676,29287.9002317449
